CO,id,time,NOx
101.7,idm_1,109.2,1.32
100.9,idm_1,109.3,1.33
100.1,idm_1,109.4,1.33
99.31,idm_1,109.5,1.34
98.52,idm_1,109.6,1.34
97.73,idm_1,109.7,1.34
96.96,idm_1,109.8,1.35
96.19,idm_1,109.9,1.35
95.42,idm_1,110.0,1.36
94.66,idm_1,110.1,1.36
93.9,idm_1,110.2,1.37
93.15,idm_1,110.3,1.37
92.4,idm_1,110.4,1.37
91.66,idm_1,110.5,1.38
90.92,idm_1,110.6,1.38
90.19,idm_1,110.7,1.39
89.46,idm_1,110.8,1.39
88.73,idm_1,110.9,1.4
88.01,idm_1,111.0,1.4
87.29,idm_1,111.1,1.4
86.57,idm_1,111.2,1.41
85.85,idm_1,111.3,1.41
85.13,idm_1,111.4,1.42
84.4,idm_1,111.5,1.42
83.68,idm_1,111.6,1.42
82.95,idm_1,111.7,1.43
82.21,idm_1,111.8,1.43
81.47,idm_1,111.9,1.43
80.71,idm_1,112.0,1.43
79.94,idm_1,112.1,1.43
79.15,idm_1,112.2,1.44
78.34,idm_1,112.3,1.44
77.5,idm_1,112.4,1.43
76.63,idm_1,112.5,1.43
75.73,idm_1,112.6,1.43
74.78,idm_1,112.7,1.43
73.78,idm_1,112.8,1.42
72.72,idm_1,112.9,1.41
71.59,idm_1,113.0,1.4
70.39,idm_1,113.1,1.39
69.09,idm_1,113.2,1.38
67.69,idm_1,113.3,1.36
66.18,idm_1,113.4,1.34
64.54,idm_1,113.5,1.31
62.76,idm_1,113.6,1.29
60.82,idm_1,113.7,1.25
58.72,idm_1,113.8,1.22
56.44,idm_1,113.9,1.17
53.99,idm_1,114.0,1.13
51.34,idm_1,114.1,1.07
48.5,idm_1,114.2,1.01
45.47,idm_1,114.3,0.95
42.27,idm_1,114.4,0.88
38.9,idm_1,114.5,0.8
0.0,idm_1,114.6,0.0
0.0,idm_1,114.7,0.0
0.0,idm_1,114.8,0.0
0.0,idm_1,114.9,0.0
0.0,idm_1,115.0,0.0
0.0,idm_1,115.1,0.0
0.0,idm_1,115.2,0.0
0.0,idm_1,115.3,0.0
0.0,idm_1,115.4,0.0
0.0,idm_1,115.5,0.0
0.0,idm_1,115.6,0.0
0.0,idm_1,115.7,0.0
0.0,idm_1,115.8,0.0
0.0,idm_1,115.9,0.0
0.0,idm_1,116.0,0.0
0.0,idm_1,116.1,0.0
0.0,idm_1,116.2,0.0
0.0,idm_1,116.3,0.0
0.0,idm_1,116.4,0.0
0.0,idm_1,116.5,0.0
0.0,idm_1,116.6,0.0
0.0,idm_1,116.7,0.0
0.0,idm_1,116.8,0.0
0.0,idm_1,116.9,0.0
0.0,idm_1,117.0,0.0
0.0,idm_1,117.1,0.0
0.0,idm_1,117.2,0.0
0.0,idm_1,117.3,0.0
0.0,idm_1,117.4,0.0
0.0,idm_1,117.5,0.0
0.0,idm_1,117.6,0.0
0.0,idm_1,117.7,0.0
0.0,idm_1,117.8,0.0
0.0,idm_1,117.9,0.0
0.0,idm_1,118.0,0.0
0.0,idm_1,118.1,0.0
0.0,idm_1,118.2,0.0
0.0,idm_1,118.3,0.0
0.0,idm_1,118.4,0.0
0.0,idm_1,118.5,0.0
0.0,idm_1,118.6,0.0
0.0,idm_1,118.7,0.0
0.0,idm_1,118.8,0.0
0.0,idm_1,118.9,0.0
0.0,idm_1,119.0,0.0
0.0,idm_1,119.1,0.0
0.0,idm_1,119.2,0.0
0.0,idm_1,119.3,0.0
0.0,idm_1,119.4,0.0
0.0,idm_1,119.5,0.0
0.0,idm_1,119.6,0.0
0.0,idm_1,119.7,0.0
0.0,idm_1,119.8,0.0
0.0,idm_1,119.9,0.0
0.0,idm_1,120.0,0.0
0.0,idm_1,120.1,0.0
0.0,idm_1,120.2,0.0
0.0,idm_1,120.3,0.0
0.0,idm_1,120.4,0.0
0.0,idm_1,120.5,0.0
0.0,idm_1,120.6,0.0
0.0,idm_1,120.7,0.0
0.0,idm_1,120.8,0.0
0.0,idm_1,120.9,0.0
0.0,idm_1,121.0,0.0
0.0,idm_1,121.1,0.0
0.0,idm_1,121.2,0.0
0.0,idm_1,121.3,0.0
0.0,idm_1,121.4,0.0
0.0,idm_1,121.5,0.0
0.0,idm_1,121.6,0.0
0.0,idm_1,121.7,0.0
0.0,idm_1,121.8,0.0
0.0,idm_1,121.9,0.0
0.0,idm_1,122.0,0.0
0.0,idm_1,122.1,0.0
0.0,idm_1,122.2,0.0
0.0,idm_1,122.3,0.0
0.0,idm_1,122.4,0.0
0.0,idm_1,122.5,0.0
0.0,idm_1,122.6,0.0
0.0,idm_1,122.7,0.0
0.0,idm_1,122.8,0.0
0.0,idm_1,122.9,0.0
0.0,idm_1,123.0,0.0
0.0,idm_1,123.1,0.0
0.0,idm_1,123.2,0.0
0.0,idm_1,123.3,0.0
0.0,idm_1,123.4,0.0
0.0,idm_1,123.5,0.0
0.0,idm_1,123.6,0.0
0.0,idm_1,123.7,0.0
0.0,idm_1,123.8,0.0
0.0,idm_1,123.9,0.0
0.0,idm_1,124.0,0.0
0.0,idm_1,124.1,0.0
0.0,idm_1,124.2,0.0
0.0,idm_1,124.3,0.0
0.0,idm_1,124.4,0.0
0.0,idm_1,124.5,0.0
0.0,idm_1,124.6,0.0
0.0,idm_1,124.7,0.0
0.0,idm_1,124.8,0.0
0.0,idm_1,124.9,0.0
0.0,idm_1,125.0,0.0
0.0,idm_1,125.1,0.0
0.0,idm_1,125.2,0.0
0.0,idm_1,125.3,0.0
0.0,idm_1,125.4,0.0
0.0,idm_1,125.5,0.0
0.0,idm_1,125.6,0.0
0.0,idm_1,125.7,0.0
0.0,idm_1,125.8,0.0
0.0,idm_1,125.9,0.0
0.0,idm_1,126.0,0.0
0.0,idm_1,126.1,0.0
0.0,idm_1,126.2,0.0
0.0,idm_1,126.3,0.0
0.0,idm_1,126.4,0.0
0.0,idm_1,126.5,0.0
0.0,idm_1,126.6,0.0
0.0,idm_1,126.7,0.0
0.0,idm_1,126.8,0.0
0.0,idm_1,126.9,0.0
0.0,idm_1,127.0,0.0
0.0,idm_1,127.1,0.0
0.0,idm_1,127.2,0.0
0.0,idm_1,127.3,0.0
0.0,idm_1,127.4,0.0
0.0,idm_1,127.5,0.0
0.0,idm_1,127.6,0.0
0.0,idm_1,127.7,0.0
0.0,idm_1,127.8,0.0
0.0,idm_1,127.9,0.0
0.0,idm_1,128.0,0.0
0.0,idm_1,128.1,0.0
0.0,idm_1,128.2,0.0
0.0,idm_1,128.3,0.0
0.0,idm_1,128.4,0.0
0.0,idm_1,128.5,0.0
0.0,idm_1,128.6,0.0
0.0,idm_1,128.7,0.0
0.0,idm_1,128.8,0.0
0.0,idm_1,128.9,0.0
0.0,idm_1,129.0,0.0
0.0,idm_1,129.1,0.0
0.0,idm_1,129.2,0.0
0.0,idm_1,129.3,0.0
0.0,idm_1,129.4,0.0
0.0,idm_1,129.5,0.0
0.0,idm_1,129.6,0.0
0.0,idm_1,129.7,0.0
0.0,idm_1,129.8,0.0
0.0,idm_1,129.9,0.0
0.0,idm_1,130.0,0.0
0.0,idm_1,130.1,0.0
0.0,idm_1,130.2,0.0
0.0,idm_1,130.3,0.0
0.0,idm_1,130.4,0.0
0.0,idm_1,130.5,0.0
0.0,idm_1,130.6,0.0
0.0,idm_1,130.7,0.0
0.0,idm_1,130.8,0.0
0.0,idm_1,130.9,0.0
0.0,idm_1,131.0,0.0
0.0,idm_1,131.1,0.0
0.0,idm_1,131.2,0.0
0.0,idm_1,131.3,0.0
0.0,idm_1,131.4,0.0
0.0,idm_1,131.5,0.0
0.0,idm_1,131.6,0.0
0.0,idm_1,131.7,0.0
0.0,idm_1,131.8,0.0
0.0,idm_1,131.9,0.0
0.0,idm_1,132.0,0.0
0.0,idm_1,132.1,0.0
0.0,idm_1,132.2,0.0
0.0,idm_1,132.3,0.0
0.0,idm_1,132.4,0.0
0.0,idm_1,132.5,0.0
0.0,idm_1,132.6,0.0
0.0,idm_1,132.7,0.0
0.0,idm_1,132.8,0.0
0.0,idm_1,132.9,0.0
0.0,idm_1,133.0,0.0
0.0,idm_1,133.1,0.0
0.0,idm_1,133.2,0.0
0.0,idm_1,133.3,0.0
0.0,idm_1,133.4,0.0
0.0,idm_1,133.5,0.0
0.0,idm_1,133.6,0.0
0.0,idm_1,133.7,0.0
0.0,idm_1,133.8,0.0
0.0,idm_1,133.9,0.0
0.0,idm_1,134.0,0.0
0.0,idm_1,134.1,0.0
0.0,idm_1,134.2,0.0
0.0,idm_1,134.3,0.0
0.0,idm_1,134.4,0.0
0.0,idm_1,134.5,0.0
0.0,idm_1,134.6,0.0
0.0,idm_1,134.7,0.0
0.0,idm_1,134.8,0.0
0.0,idm_1,134.9,0.0
164.76,idm_1,135.0,1.2
164.68,idm_1,135.1,1.2
164.52,idm_1,135.2,1.2
164.29,idm_1,135.3,1.2
164.01,idm_1,135.4,1.2
163.67,idm_1,135.5,1.2
163.27,idm_1,135.6,1.2
162.83,idm_1,135.7,1.2
162.34,idm_1,135.8,1.2
161.81,idm_1,135.9,1.2
161.24,idm_1,136.0,1.2
160.64,idm_1,136.1,1.19
160.01,idm_1,136.2,1.19
159.34,idm_1,136.3,1.19
158.65,idm_1,136.4,1.19
157.93,idm_1,136.5,1.19
157.19,idm_1,136.6,1.19
156.42,idm_1,136.7,1.19
155.64,idm_1,136.8,1.19
154.83,idm_1,136.9,1.19
154.02,idm_1,137.0,1.19
153.18,idm_1,137.1,1.19
152.33,idm_1,137.2,1.19
151.47,idm_1,137.3,1.19
150.6,idm_1,137.4,1.19
149.72,idm_1,137.5,1.19
148.82,idm_1,137.6,1.19
147.92,idm_1,137.7,1.19
147.01,idm_1,137.8,1.19
146.09,idm_1,137.9,1.19
145.17,idm_1,138.0,1.2
144.24,idm_1,138.1,1.2
143.31,idm_1,138.2,1.2
142.37,idm_1,138.3,1.2
141.43,idm_1,138.4,1.2
140.49,idm_1,138.5,1.2
139.54,idm_1,138.6,1.2
138.59,idm_1,138.7,1.21
137.64,idm_1,138.8,1.21
136.69,idm_1,138.9,1.21
135.73,idm_1,139.0,1.21
134.78,idm_1,139.1,1.21
133.83,idm_1,139.2,1.22
132.87,idm_1,139.3,1.22
131.92,idm_1,139.4,1.22
130.97,idm_1,139.5,1.22
130.02,idm_1,139.6,1.23
129.07,idm_1,139.7,1.23
128.12,idm_1,139.8,1.23
127.18,idm_1,139.9,1.23
126.23,idm_1,140.0,1.24
125.29,idm_1,140.1,1.24
124.35,idm_1,140.2,1.24
123.42,idm_1,140.3,1.24
122.49,idm_1,140.4,1.25
121.56,idm_1,140.5,1.25
120.64,idm_1,140.6,1.25
119.71,idm_1,140.7,1.26
118.8,idm_1,140.8,1.26
117.89,idm_1,140.9,1.26
116.98,idm_1,141.0,1.27
116.07,idm_1,141.1,1.27
115.17,idm_1,141.2,1.27
114.28,idm_1,141.3,1.28
113.39,idm_1,141.4,1.28
112.5,idm_1,141.5,1.29
111.62,idm_1,141.6,1.29
110.74,idm_1,141.7,1.29
109.87,idm_1,141.8,1.3
109.01,idm_1,141.9,1.3
108.15,idm_1,142.0,1.31
107.3,idm_1,142.1,1.31
106.45,idm_1,142.2,1.31
105.6,idm_1,142.3,1.32
104.77,idm_1,142.4,1.32
103.94,idm_1,142.5,1.33
103.11,idm_1,142.6,1.33
102.29,idm_1,142.7,1.34
101.48,idm_1,142.8,1.34
100.67,idm_1,142.9,1.35
99.87,idm_1,143.0,1.35
99.07,idm_1,143.1,1.35
98.28,idm_1,143.2,1.36
97.5,idm_1,143.3,1.36
96.72,idm_1,143.4,1.37
95.95,idm_1,143.5,1.37
95.18,idm_1,143.6,1.38
94.42,idm_1,143.7,1.38
93.67,idm_1,143.8,1.39
92.92,idm_1,143.9,1.39
92.17,idm_1,144.0,1.4
91.43,idm_1,144.1,1.4
90.7,idm_1,144.2,1.41
89.97,idm_1,144.3,1.41
89.24,idm_1,144.4,1.42
88.52,idm_1,144.5,1.42
87.8,idm_1,144.6,1.43
87.08,idm_1,144.7,1.43
86.37,idm_1,144.8,1.44
85.65,idm_1,144.9,1.44
84.94,idm_1,145.0,1.45
84.22,idm_1,145.1,1.45
83.5,idm_1,145.2,1.45
82.77,idm_1,145.3,1.46
82.03,idm_1,145.4,1.46
81.29,idm_1,145.5,1.46
80.52,idm_1,145.6,1.47
79.75,idm_1,145.7,1.47
78.95,idm_1,145.8,1.47
78.12,idm_1,145.9,1.47
77.27,idm_1,146.0,1.47
76.37,idm_1,146.1,1.47
75.43,idm_1,146.2,1.46
74.44,idm_1,146.3,1.46
73.38,idm_1,146.4,1.45
72.25,idm_1,146.5,1.44
71.04,idm_1,146.6,1.43
69.73,idm_1,146.7,1.42
68.3,idm_1,146.8,1.4
66.76,idm_1,146.9,1.38
65.07,idm_1,147.0,1.35
63.23,idm_1,147.1,1.32
61.21,idm_1,147.2,1.29
59.01,idm_1,147.3,1.25
56.62,idm_1,147.4,1.21
54.01,idm_1,147.5,1.16
51.19,idm_1,147.6,1.1
48.16,idm_1,147.7,1.04
44.91,idm_1,147.8,0.97
41.46,idm_1,147.9,0.89
37.82,idm_1,148.0,0.81
0.0,idm_1,148.1,0.0
0.0,idm_1,148.2,0.0
0.0,idm_1,148.3,0.0
0.0,idm_1,148.4,0.0
0.0,idm_1,148.5,0.0
0.0,idm_1,148.6,0.0
0.0,idm_1,148.7,0.0
0.0,idm_1,148.8,0.0
0.0,idm_1,148.9,0.0
0.0,idm_1,149.0,0.0
0.0,idm_1,149.1,0.0
0.0,idm_1,149.2,0.0
0.0,idm_1,149.3,0.0
0.0,idm_1,149.4,0.0
0.0,idm_1,149.5,0.0
0.0,idm_1,149.6,0.0
0.0,idm_1,149.7,0.0
0.0,idm_1,149.8,0.0
0.0,idm_1,149.9,0.0
0.0,idm_1,150.0,0.0
0.0,idm_1,150.1,0.0
0.0,idm_1,150.2,0.0
164.78,idm_10,0.1,1.2
163.5,idm_10,0.2,1.21
162.24,idm_10,0.3,1.21
161.0,idm_10,0.4,1.21
159.78,idm_10,0.5,1.21
158.57,idm_10,0.6,1.21
157.39,idm_10,0.7,1.2
156.23,idm_10,0.8,1.2
155.08,idm_10,0.9,1.2
153.96,idm_10,1.0,1.2
152.85,idm_10,1.1,1.2
151.77,idm_10,1.2,1.2
150.71,idm_10,1.3,1.2
149.66,idm_10,1.4,1.19
148.64,idm_10,1.5,1.19
147.64,idm_10,1.6,1.19
146.66,idm_10,1.7,1.19
145.7,idm_10,1.8,1.18
144.76,idm_10,1.9,1.18
143.84,idm_10,2.0,1.18
142.94,idm_10,2.1,1.17
142.07,idm_10,2.2,1.17
141.21,idm_10,2.3,1.17
140.38,idm_10,2.4,1.16
139.57,idm_10,2.5,1.16
138.78,idm_10,2.6,1.16
138.01,idm_10,2.7,1.15
137.26,idm_10,2.8,1.15
136.53,idm_10,2.9,1.14
135.82,idm_10,3.0,1.14
135.13,idm_10,3.1,1.14
134.46,idm_10,3.2,1.13
133.82,idm_10,3.3,1.13
133.19,idm_10,3.4,1.13
132.58,idm_10,3.5,1.12
131.99,idm_10,3.6,1.12
131.41,idm_10,3.7,1.12
130.86,idm_10,3.8,1.11
130.32,idm_10,3.9,1.11
129.8,idm_10,4.0,1.1
129.3,idm_10,4.1,1.1
128.82,idm_10,4.2,1.1
128.35,idm_10,4.3,1.1
127.9,idm_10,4.4,1.09
127.46,idm_10,4.5,1.09
127.04,idm_10,4.6,1.09
126.63,idm_10,4.7,1.08
126.24,idm_10,4.8,1.08
125.86,idm_10,4.9,1.08
125.5,idm_10,5.0,1.07
125.15,idm_10,5.1,1.07
124.81,idm_10,5.2,1.07
124.48,idm_10,5.3,1.07
124.17,idm_10,5.4,1.06
123.87,idm_10,5.5,1.06
123.58,idm_10,5.6,1.06
123.3,idm_10,5.7,1.06
123.03,idm_10,5.8,1.06
122.77,idm_10,5.9,1.05
122.52,idm_10,6.0,1.05
122.29,idm_10,6.1,1.05
122.06,idm_10,6.2,1.05
121.84,idm_10,6.3,1.05
121.62,idm_10,6.4,1.04
121.42,idm_10,6.5,1.04
121.23,idm_10,6.6,1.04
121.04,idm_10,6.7,1.04
120.86,idm_10,6.8,1.04
120.69,idm_10,6.9,1.04
120.52,idm_10,7.0,1.04
120.36,idm_10,7.1,1.03
120.21,idm_10,7.2,1.03
120.06,idm_10,7.3,1.03
119.92,idm_10,7.4,1.03
119.79,idm_10,7.5,1.03
119.66,idm_10,7.6,1.03
119.54,idm_10,7.7,1.03
119.42,idm_10,7.8,1.03
119.3,idm_10,7.9,1.03
119.19,idm_10,8.0,1.02
119.09,idm_10,8.1,1.02
118.99,idm_10,8.2,1.02
118.89,idm_10,8.3,1.02
118.8,idm_10,8.4,1.02
118.71,idm_10,8.5,1.02
118.63,idm_10,8.6,1.02
118.55,idm_10,8.7,1.02
118.47,idm_10,8.8,1.02
118.4,idm_10,8.9,1.02
118.33,idm_10,9.0,1.02
118.26,idm_10,9.1,1.02
118.2,idm_10,9.2,1.02
118.13,idm_10,9.3,1.02
118.07,idm_10,9.4,1.01
118.02,idm_10,9.5,1.01
117.96,idm_10,9.6,1.01
117.91,idm_10,9.7,1.01
117.86,idm_10,9.8,1.01
117.81,idm_10,9.9,1.01
117.76,idm_10,10.0,1.01
117.72,idm_10,10.1,1.01
117.68,idm_10,10.2,1.01
117.63,idm_10,10.3,1.01
117.59,idm_10,10.4,1.01
117.55,idm_10,10.5,1.01
117.52,idm_10,10.6,1.01
117.48,idm_10,10.7,1.01
117.44,idm_10,10.8,1.01
117.41,idm_10,10.9,1.01
117.37,idm_10,11.0,1.01
117.34,idm_10,11.1,1.01
117.3,idm_10,11.2,1.01
117.27,idm_10,11.3,1.01
117.23,idm_10,11.4,1.01
117.2,idm_10,11.5,1.01
117.16,idm_10,11.6,1.01
117.12,idm_10,11.7,1.01
117.09,idm_10,11.8,1.01
117.05,idm_10,11.9,1.01
117.01,idm_10,12.0,1.01
116.97,idm_10,12.1,1.01
116.92,idm_10,12.2,1.01
116.88,idm_10,12.3,1.02
116.83,idm_10,12.4,1.02
116.78,idm_10,12.5,1.02
116.73,idm_10,12.6,1.02
116.68,idm_10,12.7,1.02
116.62,idm_10,12.8,1.02
116.56,idm_10,12.9,1.02
116.49,idm_10,13.0,1.02
116.42,idm_10,13.1,1.02
116.35,idm_10,13.2,1.02
116.27,idm_10,13.3,1.02
116.19,idm_10,13.4,1.02
116.11,idm_10,13.5,1.02
116.02,idm_10,13.6,1.02
115.92,idm_10,13.7,1.03
115.82,idm_10,13.8,1.03
115.71,idm_10,13.9,1.03
115.6,idm_10,14.0,1.03
115.48,idm_10,14.1,1.03
115.36,idm_10,14.2,1.03
115.23,idm_10,14.3,1.03
115.09,idm_10,14.4,1.03
114.95,idm_10,14.5,1.03
114.8,idm_10,14.6,1.04
114.64,idm_10,14.7,1.04
114.48,idm_10,14.8,1.04
114.3,idm_10,14.9,1.04
114.13,idm_10,15.0,1.04
113.94,idm_10,15.1,1.04
113.75,idm_10,15.2,1.04
113.55,idm_10,15.3,1.04
113.34,idm_10,15.4,1.05
113.12,idm_10,15.5,1.05
112.9,idm_10,15.6,1.05
112.67,idm_10,15.7,1.05
112.43,idm_10,15.8,1.05
112.18,idm_10,15.9,1.05
111.93,idm_10,16.0,1.06
111.67,idm_10,16.1,1.06
111.4,idm_10,16.2,1.06
111.12,idm_10,16.3,1.06
110.83,idm_10,16.4,1.06
110.54,idm_10,16.5,1.06
110.24,idm_10,16.6,1.07
109.93,idm_10,16.7,1.07
109.62,idm_10,16.8,1.07
109.29,idm_10,16.9,1.07
108.96,idm_10,17.0,1.07
108.62,idm_10,17.1,1.07
108.28,idm_10,17.2,1.08
107.93,idm_10,17.3,1.08
107.57,idm_10,17.4,1.08
107.2,idm_10,17.5,1.08
106.83,idm_10,17.6,1.08
106.45,idm_10,17.7,1.09
106.06,idm_10,17.8,1.09
105.67,idm_10,17.9,1.09
105.27,idm_10,18.0,1.09
104.86,idm_10,18.1,1.09
104.45,idm_10,18.2,1.1
104.03,idm_10,18.3,1.1
103.6,idm_10,18.4,1.1
103.17,idm_10,18.5,1.1
102.73,idm_10,18.6,1.1
102.29,idm_10,18.7,1.1
101.84,idm_10,18.8,1.11
101.38,idm_10,18.9,1.11
100.91,idm_10,19.0,1.11
100.44,idm_10,19.1,1.11
99.97,idm_10,19.2,1.11
99.48,idm_10,19.3,1.11
98.99,idm_10,19.4,1.12
98.5,idm_10,19.5,1.12
97.99,idm_10,19.6,1.12
97.48,idm_10,19.7,1.12
96.96,idm_10,19.8,1.12
96.43,idm_10,19.9,1.12
95.9,idm_10,20.0,1.12
95.36,idm_10,20.1,1.12
94.8,idm_10,20.2,1.12
94.24,idm_10,20.3,1.12
93.67,idm_10,20.4,1.12
93.08,idm_10,20.5,1.12
92.49,idm_10,20.6,1.12
91.88,idm_10,20.7,1.12
91.26,idm_10,20.8,1.11
90.62,idm_10,20.9,1.11
89.97,idm_10,21.0,1.11
89.31,idm_10,21.1,1.1
88.63,idm_10,21.2,1.1
87.93,idm_10,21.3,1.09
87.21,idm_10,21.4,1.09
86.47,idm_10,21.5,1.08
85.71,idm_10,21.6,1.07
84.93,idm_10,21.7,1.07
84.13,idm_10,21.8,1.06
83.31,idm_10,21.9,1.05
82.47,idm_10,22.0,1.04
81.6,idm_10,22.1,1.02
80.72,idm_10,22.2,1.01
79.81,idm_10,22.3,1.0
78.88,idm_10,22.4,0.98
77.94,idm_10,22.5,0.97
76.98,idm_10,22.6,0.95
76.01,idm_10,22.7,0.93
75.03,idm_10,22.8,0.91
74.04,idm_10,22.9,0.89
73.06,idm_10,23.0,0.87
72.09,idm_10,23.1,0.85
0.0,idm_10,23.2,0.0
0.0,idm_10,23.3,0.0
0.0,idm_10,23.4,0.0
0.0,idm_10,23.5,0.0
0.0,idm_10,23.6,0.0
0.0,idm_10,23.7,0.0
0.0,idm_10,23.8,0.0
0.0,idm_10,23.9,0.0
0.0,idm_10,24.0,0.0
0.0,idm_10,24.1,0.0
0.0,idm_10,24.2,0.0
0.0,idm_10,24.3,0.0
0.0,idm_10,24.4,0.0
0.0,idm_10,24.5,0.0
0.0,idm_10,24.6,0.0
0.0,idm_10,24.7,0.0
0.0,idm_10,24.8,0.0
0.0,idm_10,24.9,0.0
0.0,idm_10,25.0,0.0
0.0,idm_10,25.1,0.0
0.0,idm_10,25.2,0.0
0.0,idm_10,25.3,0.0
0.0,idm_10,25.4,0.0
0.0,idm_10,25.5,0.0
0.0,idm_10,25.6,0.0
0.0,idm_10,25.7,0.0
0.0,idm_10,25.8,0.0
0.0,idm_10,25.9,0.0
0.0,idm_10,26.0,0.0
0.0,idm_10,26.1,0.0
0.0,idm_10,26.2,0.0
0.0,idm_10,26.3,0.0
0.0,idm_10,26.4,0.0
0.0,idm_10,26.5,0.0
0.0,idm_10,26.6,0.0
0.0,idm_10,26.7,0.0
0.0,idm_10,26.8,0.0
0.0,idm_10,26.9,0.0
0.0,idm_10,27.0,0.0
0.0,idm_10,27.1,0.0
0.0,idm_10,27.2,0.0
0.0,idm_10,27.3,0.0
0.0,idm_10,27.4,0.0
0.0,idm_10,27.5,0.0
0.0,idm_10,27.6,0.0
0.0,idm_10,27.7,0.0
0.0,idm_10,27.8,0.0
0.0,idm_10,27.9,0.0
0.0,idm_10,28.0,0.0
0.0,idm_10,28.1,0.0
0.0,idm_10,28.2,0.0
0.0,idm_10,28.3,0.0
0.0,idm_10,28.4,0.0
0.0,idm_10,28.5,0.0
0.0,idm_10,28.6,0.0
0.0,idm_10,28.7,0.0
0.0,idm_10,28.8,0.0
0.0,idm_10,28.9,0.0
0.0,idm_10,29.0,0.0
0.0,idm_10,29.1,0.0
0.0,idm_10,29.2,0.0
0.0,idm_10,29.3,0.0
0.0,idm_10,29.4,0.0
0.0,idm_10,29.5,0.0
0.0,idm_10,29.6,0.0
0.0,idm_10,29.7,0.0
0.0,idm_10,29.8,0.0
0.0,idm_10,29.9,0.0
0.0,idm_10,30.0,0.0
0.0,idm_10,30.1,0.0
0.0,idm_10,30.2,0.0
0.0,idm_10,30.3,0.0
0.0,idm_10,30.4,0.0
0.0,idm_10,30.5,0.0
0.0,idm_10,30.6,0.0
0.0,idm_10,30.7,0.0
0.0,idm_10,30.8,0.0
0.0,idm_10,30.9,0.0
0.0,idm_10,31.0,0.0
0.0,idm_10,31.1,0.0
0.0,idm_10,31.2,0.0
127.54,idm_10,31.3,1.05
127.64,idm_10,31.4,1.05
127.72,idm_10,31.5,1.05
127.77,idm_10,31.6,1.05
127.8,idm_10,31.7,1.06
127.81,idm_10,31.8,1.06
127.79,idm_10,31.9,1.06
127.76,idm_10,32.0,1.06
127.7,idm_10,32.1,1.06
127.63,idm_10,32.2,1.07
127.54,idm_10,32.3,1.07
127.43,idm_10,32.4,1.07
127.3,idm_10,32.5,1.07
127.16,idm_10,32.6,1.07
127.0,idm_10,32.7,1.07
126.83,idm_10,32.8,1.07
126.64,idm_10,32.9,1.07
126.45,idm_10,33.0,1.07
126.23,idm_10,33.1,1.07
126.01,idm_10,33.2,1.08
125.78,idm_10,33.3,1.08
125.53,idm_10,33.4,1.08
125.28,idm_10,33.5,1.08
125.02,idm_10,33.6,1.08
124.75,idm_10,33.7,1.08
124.47,idm_10,33.8,1.08
124.18,idm_10,33.9,1.08
123.89,idm_10,34.0,1.08
123.59,idm_10,34.1,1.07
123.28,idm_10,34.2,1.07
122.97,idm_10,34.3,1.07
122.66,idm_10,34.4,1.07
122.34,idm_10,34.5,1.07
122.02,idm_10,34.6,1.07
121.69,idm_10,34.7,1.07
121.36,idm_10,34.8,1.07
121.03,idm_10,34.9,1.07
120.7,idm_10,35.0,1.07
120.37,idm_10,35.1,1.07
120.03,idm_10,35.2,1.06
119.7,idm_10,35.3,1.06
119.36,idm_10,35.4,1.06
119.03,idm_10,35.5,1.06
118.69,idm_10,35.6,1.06
118.36,idm_10,35.7,1.06
118.03,idm_10,35.8,1.05
117.71,idm_10,35.9,1.05
117.38,idm_10,36.0,1.05
117.06,idm_10,36.1,1.05
116.74,idm_10,36.2,1.05
116.43,idm_10,36.3,1.04
116.12,idm_10,36.4,1.04
115.82,idm_10,36.5,1.04
115.52,idm_10,36.6,1.04
115.22,idm_10,36.7,1.04
114.94,idm_10,36.8,1.03
114.65,idm_10,36.9,1.03
114.38,idm_10,37.0,1.03
114.11,idm_10,37.1,1.03
113.85,idm_10,37.2,1.03
113.59,idm_10,37.3,1.02
113.34,idm_10,37.4,1.02
113.1,idm_10,37.5,1.02
112.87,idm_10,37.6,1.02
112.64,idm_10,37.7,1.02
112.42,idm_10,37.8,1.01
112.21,idm_10,37.9,1.01
112.01,idm_10,38.0,1.01
111.81,idm_10,38.1,1.01
111.63,idm_10,38.2,1.01
111.45,idm_10,38.3,1.01
111.27,idm_10,38.4,1.0
111.11,idm_10,38.5,1.0
110.95,idm_10,38.6,1.0
110.8,idm_10,38.7,1.0
110.66,idm_10,38.8,1.0
110.52,idm_10,38.9,1.0
110.39,idm_10,39.0,1.0
110.26,idm_10,39.1,1.0
110.14,idm_10,39.2,0.99
110.03,idm_10,39.3,0.99
109.92,idm_10,39.4,0.99
109.82,idm_10,39.5,0.99
109.72,idm_10,39.6,0.99
109.62,idm_10,39.7,0.99
109.53,idm_10,39.8,0.99
109.44,idm_10,39.9,0.99
109.35,idm_10,40.0,0.99
109.27,idm_10,40.1,0.99
109.18,idm_10,40.2,0.99
109.1,idm_10,40.3,0.99
109.02,idm_10,40.4,0.99
108.94,idm_10,40.5,0.99
108.86,idm_10,40.6,0.99
108.78,idm_10,40.7,0.99
108.7,idm_10,40.8,0.99
108.62,idm_10,40.9,0.99
108.54,idm_10,41.0,1.0
108.45,idm_10,41.1,1.0
